punishment	0
would do nothing	1
will not lead to a solution	1
with a large degree of confidence	3
with a large degree of confidence	3
surged	3
friendship and cooperation	3
criminal	0
martyrdom seeking one	2
have triumphed	4
fall along the path of martyrdom	4
exists within million of palestinian	3
struggler	3
cannot last	4
now more distant than before	1
the crime they have committed together	0
the illusion	1
volcano that are boiling with rage	2
now in a position to dictate their own condition	2
one of the deep rooted fact	2
a deep rooted fact	2
more quickly	3
not the zionist	3
illusion	1
right to exist	3
the illusion	1
historical impasse	2
the entire palestinian people	1
ha confirmed	3
widened	3
the real victor in this battle	2
their glorious struggle for these right	4
criminal administration	0
constantly aggravating	0
have succeeded	4
superb ability	4
valiant people	4
a much a we	2
impossible to achieve coexistence	0
aggravated	0
martyrdom seeking one	2
great people	4
is something different	2
sooner or later	2
most importantly	2
the criminal	0
an illusion	1
largest illusion	0
failed	4
stronger than before	2
for many reason	2
despite	2
force	1
skillfully adapted themselves to the most difficult circumstance	4
utmost suffering	0
succeeded in defeating	0
usurping occupying aggressive and racist entity	0
victor	1
all this is one thing	2
valiant intifadah	4
within ten of million of arab	3
just legitimate right	3
succeeded in achieving	1
no longer fit	1
this fact	2
more impossible than ever	4
will have to withdraw	4
they have not succeeded and will never succeed	4
another deep rooted fact	2
terrorist	0
disturbingly long term	0
too long	0
took it upon himself	1
arrogance toward everything arab	0
a peaceful environment	3
only country in the world	2
honorable	4
entirely improper	0
late	1
clear situation	2
make it clear	2
settle the account	1
the standstill situation	2
a very serious test	2
take a side	1
a new israeli arab war	2
also unclear	1
precisely	2
unclear	1
is worrying	1
definitely	2
did not even have the goodness	0
a lot of negative point	0
not ruin it relation with the arab	4
cannot play any other role	2
unrecognized and undeclared	2
politician incapable of controlling the palestinian suicide bomber	0
a late resolution	1
openly	2
massacre	0
directly responsible	0
resolve the smaller israel palestine problem with a bigger one	1
cannot be taken seriously	0
a an opportunity	1
one sided approach	1
ambiguity	2
violence	0
did not exactly cover himself in glory	0
troublemaker	0
similar to those who carried out the attack on the twin tower in new york	0
need to discipline	0
provoke	0
palestinians' right to their own country	3
never seen anything a beautiful a	4
would go a long way towards inspiring	3
quite a leap forward	3
very exciting	4
for his contribution to science and africa 's renaissance	3
will be just a good	3
this wa essential towards africa 's rebirth	2
go down in our history	2
moment of terror	0
cannot imagine anything a beautiful a that	4
comfortably	3
moment of sheer exhilaration	4
wa tasty	3
the most magnificent	4
should be looking up smiling	3
anything could happen	2
cannot recall a comparable situation	2
is not a good deal	1
will be no need	2
so there will be more and more poor people	0
you can not live with this level of hysteria	1
what do you want	2
increase the palestinians' suffering and encourage the israeli right wing stand	0
complete and blind bias toward israel	0
are known for being negative	1
bold and fair	3
brought the peace process to a deadlock	1
doe not turn a blind eye	3
subjected to repressive israeli measure	0
on realistic and just base	3
worsening	1
will show whether	2
there is no doubt whatsoever	2
perhaps the most important characteristic	2
were in the right	4
to achieve a just solution	3
oppressive israeli military campaign	0
dismisses the notion	3
unrealistic stand	0
israeli right wing policy	1
flimsy pretext	1
have been deprived of all their national and human right	0
wronged	1
subjugate the palestinian people and liquidate their legitimate right and aspiration	0
should	2
plunged the palestinian and israeli into an endless cycle of violence	0
guaranteeing peace security and stability for all nation	3
not only	2
got to address clearly	2
problem	1
threat	1
it 's important	2
danger they pose	0
right	3
threat	1
axis of evil	0
axis of evil	0
rhetoric of that kind	1
very careful	2
got to be	2
wrong	1
axis of evil	0
the major enemy	0
obviously	2
make bush aware	2
running rampant	0
threatened	0
a success	4
china 's major role	2
very hard for me to use word to describe	2
people in the world work so hard to pursue gain	2
a certain impact	2
china 's tremendous development potential	4
should earnestly abide	2
the united state is a country that is easiest to understand	2
to peace and stability	4
is like delivering a message	2
the visit ha achieved positive and successful result	4
which is beyond bush 's imagination	0
to the healthy development of sino u relation	4
did not make these remark out of courtesy to the host	2
the importance of china	4
they also know quite well	2
is the most important and most sensitive core issue	2
is greatly responsible	0
china threat advocate	1
the need to deal with the soviet union	2
now is the time to engage china in a positive manner	2
of vital importance	2
nor can it afford	2
taiwan independence	1
show that it is impossible for the united state to deal with global issue alone	2
extensive and important	4
it will be difficult	0
the world 's sole superpower	4
from a strategic and long term perspective	2
want to understand the most	2
which is getting worse day after day	0
should realize	2
the earth shaking change	4
did indeed leave a deep impression	2
wa made prominent	2
brings no good to world peace and economic development	0
properly	2
restoring the full inalienable right	3
it actually reflects	2
justice and recognition	3
would be better	2
divide and rule	0
just and acceptable political framework	3
will take back condition to their former state of tension	1
can bring security and stability to all the party without exception	4
confiscate the will	0
not to deal with	1
liberation and independence	4
or so it claim	1
only such an immediate and parallel withdrawal	2
legitimate national right	3
immediate and parallel israeli withdrawal	2
to crush	0
no more than an improved carbon copy	0
the biggest significance	2
only becoming worse	1
week that changed the world	4
new milestone	3
higher transparency	3
it is necessary	2
drastically	1
not satellite	1
even	2
lump	0
dictatorial regime	0
not try to change the world by command	1
and not only they	2
and now	2
clearly	2
do not see this	2
but the right of all	2
a good a decided	1
unmanageable	1
absolutely essential	2
axis of evil	0
are vegetating in a place where they have no right	0
week ago	2
come to it sens	4
no enemy of consequence in sight	1
depriving them of their right	0
but it is precisely	2
if it were only	2
mentality indeed	2
quite the contrary	1
something special a god 's own country	4
convincing concept of the enemy	2
i'm an american and i am damned proud of it	4
long been denied	1
evil in politics	0
bush backtracked	1
somewhat insane	0
have not been able to live without	0
one must not	2
however late	1
truly	2
who would have thought ten year ago	2
inappropriate	1
just recently	2
country are poor because they want to be	0
solidarity ha it limit	2
will not be able to change until the end of mankind	0
narrow	1
to deny them an appeal before court of law	0
must	2
would have had to resign had he not given in	1
any good	2
only half a wild	1
historic moment	2
above all fails	0
the united state would be capable	2
there is no reason to apologize	2
a tremendously serious process	2
manipulation of the subject domestically	1
he should receive a vote of confidence	3
it is necessary to be loyal to el salvador	2
not just simply to determine if there were a coup d'etat or not	1
totally reasonable	4
may be seeking to cause damage	1
a shocking story	1
far out of tune	1
a the saying go when you pull up the turnip mud come with it	1
an unusual mean	2
hence one can see that it is not to be surprised	1
is a thorn in the eye and flesh which must be removed	0
go against the tide	1
seemed to be	2
probably this is the major reason	2
whether it follows u baton	1
is but a signboard used by the united state	1
farce of coup d'etat wa staged	1
only it wa a little too early to get excited	1
is an unpopular mean because	1
not in step with	1
in no way	1
had himself to blame	0
pressure upon pressure	2
gave much food for thought	1
time is right	2
difficult	1
immediately	2
work for peace	3
will be an asset	4
million of human being	2
so called	1
the sound of explosion from 7 ton bomb	0
wherever in the world	2
should recall	2
may god be satisfied with him	4
shadow of this noise	1
act of terrorism	0
wa not simply	2
wa in fact violating the right of million of people throughout the world	0
the discovery of god given human right	4
would therefore be appropriate	3
assassination	0
it own inhuman behavior	0
peace be upon him	4
take justice to pre historic time	0
crushed human right principle	0
assassinate	0
no country	1
only reason for this would be	1
without having any proof reason or documentation	0
it is obvious	2
it can silence	1
justify	3
but many many human being	2
to be wasted away	1
is achieved after thousand of year of research	4
this cruelty	0
derail	1
genuinely	3
long neglected	1
sense of belonging	3
deliberate	2
sad	1
struggling to merely distance themselves	1
not much better	1
whatever little leverage	2
tremendous amount of progress	3
a strong case can be made	2
have made a great progress	3
ardently propelled	2
a dream come true	2
the new enemy of america	1
much more difficult	0
a bad a the prospect of change seem to be	1
right wing	1
good starting point	3
tactful political manoeuvring	1
difficult to imagine	2
could become worse	1
legitimate	3
the warning wa not heeded	2
complete disregard for the plight of the palestinian despite timid warning to israel	0
much more can be accomplished	3
supporting	3
forthright disregard for	0
ha but disappeared	1
doomed to failure	0
successful so far	1
what no political or social force within america ha ever been able to accomplish	2
is based on mutual respect and understanding	3
a great gift	3
right wing	1
suffering from some intoxication	1
not honest about championing	0
axed	1
product of western biased	1
have further denied our democratic space	1
unfair	1
show that	2
guilty of using excessive force	1
protecting and promoting human right	3
impinge	1
failure	0
clear signal	2
would be a positive development	3
nothing personal	2
will erode public 's confidence	1
should work	3
without fear or favour	2
poor response	1
ha yet to show	1
to fulfill this promise	3
clearly undermines	1
also failed	1
nothing but a mere public relation tool	0
acting out of self interest	1
deteriorated	1
unfair	1
the last supper it is zanu pf 's final feast	0
ha escalated wildly	0
how will they proceed	2
even mr mugabe 's in law	2
a major issue	2
no struggle without casualty	2
a stolen victory and an illegitimate government	0
in the hand of presidential crony and member of the ruling party elite	0
burden really lie	1
can never remove the shackle of repression	0
deliberately withholding food	0
sabotage by white farmer	1
are strengthening his country 's appetite for a public campaign for change	4
is necessary	2
future rest largely with it own people	2
this is just the pursuance of a vendetta	0
take what you can while you can	0
there is no case to answer	2
a punishment for not voting the correct way	0
fight peacefully for their own freedom	4
no one no matter who it is	2
only major obstacle	1
an advocate of nations' right to choose their leader	4
just peace	3
should	2
crude example	1
not out of concern	1
swallowing	1
regarded a a moderate person compared to	1
democracy transparency and corruption free system	3
pretending to forget	1
violate human right	1
imposed on him	1
turn a blind eye	1
oneupmanship	1
destroy home over the head of their owner	0
even outbade	1
in violation	1
why	2
a man of peace	3
oneupmanship of rudeness	0
international dictatorship	0
must	2
ought to be highlighted	2
pressure and coercion	1
more politely	3
writing off	1
the most powerful country on earth	2
radical	1
must not	2
meddle	1
a massacre	1
attack	1
repressive	1
arrest thousand of innocent people	0
democratic	3
most radical israeli hardliner	1
arrogance of power	0
flagrant attack	0
without exception	1
should	2
refrain from mentioning	1
war crime or bloody massacre	0
should	2
taking away from	1
still needed	2
exacerbating	0
the importance	3
demanded heavy expenditure	0
were critical	2
timely	3
over burdening	0
global crisis	0
casting shadow	1
threatening	0
alarming	0
head off an explosive growth	3
alienation	1
would not have been a free and fair poll	1
that 's ridiculous	0
failed to take decisive action	1
evolving	2
intelligent rational	3
premature	1
premature	1
need	2
reached a point	2
not evolving	2
to allow the scene to be played out	2
it will not be free and fair	0
for punitive action	1
free and fair	2
a real problem	1
could be damaged	1
so why don not we listen to them	2
let 's wait and see	2
were likely not to be free and fair	1
the correct route to follow	2
were clear	2
interference in another country 's internal affair	2
with our constitution and our law	2
what we do	2
wrong way to go	2
suffered	1
threatened	1
neo colonialist	4
neo colonialism	0
suspend	1
work to bridge cultural difference	2
independent sovereign	2
how	2
breakthrough	3
ballot rigging	1
unfettered	2
thoroughly disgraceful and unacceptable	0
keep your pink nose out of our affair	2
go to hell	2
it 's not their britain 's right or responsibility	1
fraud	0
that is what matter	2
why should	1
no decisive action	1
severely damaged	0
prerogative and sovereign right	4
leading a racist campaign	0
would be badly damaged	1
anyone to imagine	2
too much blood wa shed and much suffering endured	0
the government continues to uphold the freedom of expression	3
dictate or intimidate	0
complexity	2
require a careful and mature approach	4
wa tired	1
wa like giving away the country to it former colonial master	0
into submission	0
crucial	2
ultimatum	2
free and proud	3
which stood in the way of honest negotiation	0
should be allowed	2
instead of being engaged in dialogue	2
required a more mature approach	4
the key way	2
constructive political dialogue	2
not done anything	1
mutual understanding and patience	3
spirit of the geneva convention	3
a it see fit	1
he admitted he had been wrong	1
became a lesson in applied democracy	2
terrorist	0
it cannot be taken into consideration a long a the war against terrorism is far from over	0
with gun bomb and soldier	0
no u leader ever thought of finding monkey	2
are being subjected to	1
unexpectedly tough	1
simplified thing	2
for reason that are easy to understand	2
about cold blood accomplice to murder because that is what these al qa'ida disciple at guantanamo bay are	0
killer	0
language without nuance	0
this is a very important detail in this case	2
there is irony including from the sober	1
unprecedented	2
which is the equivalent of respect for democracy	4
concern about detail	2
seemed unyielding	0
would set a precedent that could affect the fate of u soldier sent out to risky area of this planet	0
a exaggerated	1
at first sight this seems to be nothing more than a terminology issue	2
owing to the president 's firmness in announcing them	2
in all likelihood	2
and then assert the law of war do not apply	1
stop supporting	1
scapegoat among the weirdoes	0
cannot choose	0
exterminate	1
obviously	2
interfered	1
impugned by biased report	0
what he called	1
legal	2
this mean that	2
tarnishing the image	0
without having any knowledge of the reality	1
arrogant	0
stereotyped allegation	1
under the strong influence	0
such biased	1
biased attitude	0
human right violation	1
quite freely	3
clearly shown	2
spiteful attitude clearly show	0
interestingly	2
false image	0
are only dictated to him	0
discrimination	1
not le than that	2
downfall of their puppet pahlavi regime	0
only create mistrust	1
went so far	2
only a hireling	0
human right violation	1
human right violation	1
unfounded charge	0
enjoy right equal to those	2
lost their illegitimate interest	0
human right violation	1
despite the fact	2
historical moment	3
will have to	2
we all know	2
have to act	2
stay true	3
the need for further	2
vital	2
severe consequence	1
this is what sustainable development is about	2
a clear signal	2
have to take the lead	2
indeed a good day	3
only a first step	2
stronger than ever	2
exercising leadership	3
have to take their responsibility	2
only effective	2
the lack of	1
could not exclude the possibility	2
extremely unlikely	2
very careful	2
relentless	2
right and proper	3
thankfully	3
not stained with blood	3
affront against law and democracy	0
new dimension of crime against humanity	0
properly	2
ultimately	2
war against islam	0
end the campaign quickly	2
one cannot be too philosophical or idealistic	2
rationally	2
continued world economic development and growth	2
most dangerous enemy	0
crime against humanity	0
necessary	2
have to	2
must	2
proper	2
could destabilise	0
pretext to crack down on legitimate dissent	0
must	2
can jeopardise peace and security law and order	1
can create trouble and instability	0
a soon a possible	2
must	2
important	2
all these innocent people being killed	0
but after that what happens	2
war mongering	0
do not proceed to condemn them	1
sheer lie	0
axis of evil	0
attempting to develop weapon of mass destruction	0
unfounded	0
ha posed serious threat	0
ha turned into an axis of evil itself	0
part of an axis of evil	0
war mongering	0
expansionist policy	0
under the pretext of the fight against terrorism	0
expansionist policy	0
part of an axis of evil any country which doe not follow the it policy	0
ensure	2
important	2
fight against	1
such fruitful result	3
desperate tableau	0
acceptable	3
any sort of logical	0
irresponsible saber rattling	1
on the contrary	2
lose the right to count itself among the world 's democracy	1
lost immediately	1
if they would only	2
place strain	1
will not admit	1
extraordinary burden	0
soon erode	1
contrary to all reason	0
temporary security	3
high time	1
in large measure	2
one would think	2
about three million bitter people	0
breeding ground	1
even more dismal	0
root out	2
catastrophe	0
needlessly	1
once and for all	2
play the role of midwife	2
no politically prudent	0
refuse	1
more and more difficult	0
only mean	2
categorical moral condemnation	1
desperate hatred	1
destroy	0
resorting exclusively to	1
what is left of the army 's reputation	1
massive	2
responsible for	1
nothing will be achieved	1
the most important ingredient	2
same a before	1
importance of	3
especially	2
big power	2
hasty	1
great possibility	2
undoubtedly	2
relatively independent	2
so rapid	2
good relation	3
can prevent	3
the possibility of	2
very small	2
no reason	2
more sudden	2
can affect	3
erroneous act	0
violation	2
renegade province	0
most important	2
tension	1
will only lead	2
strictly abide	3
new harm	1
sensitive	2
not in the self interest	0
peaceful reunification	1
tension	2
interference	1
persistent	1
defect	1
contrary	2
problem	1
in a way that cannot be taken seriously	0
even more serious	1
toll	1
solitary road	1
conflict of interest	1
clearly	2
appropriateness of antagonizing	1
in fact	2
supposedly	1
axis of evil	0
go on an on	2
arrogant unilateralism	0
matter little	2
real increase	1
would only	2
only deserves rejection	0
without scientific basis	1
provoke	1
unfair	1
extremely threatening	0
more important	2
consequence	1
indisputable	2
significant	2
once again	1
absolute indifference	0
inevitable	2
even it closest ally	2
enormous concern	2
detrimental	1
ultimate	2
potentially embarrassing	2
if not better	3
necessarily	2
divorce	1
hope	3
gratitude	4
smoothly	3
a window to the century	3
peace	3
democratic achievement	3
a window to the world	3
great importance	3
upgrade it competitiveness	3
gratitude	4
more international responsibility	3
a window of opportunity	3
it chance	3
admiration	4
hope	3
security	3
important role	3
imbalance	1
should not	2
unlawful	1
should	2
should	2
for no reason	1
once again revealed	2
unpopular system	1
killing of a large number of innocent civilian	0
massive	2
only made to tarnish the image	0
ugliest crime	0
just empty rhetoric	1
hegemonic and belligerent policy	0
it is interesting	2
unfounded allegation	1
enjoys no social base	1
try to play the role of a world policeman	1
million	2
quite clear	2
harsh treatment of it own citizen	1
baseless charge	0
emptiness	1
such baseless accusation	0
u s domination	1
most atrocious human right violation	0
led to massive riot	0
bloody riot	1
prove that	2
refuse to bow	4
so appalling	0
only empty rhetoric	0
torture and inhuman treatment	0
mistreatment	1
ever more serious	0
cannot be relieved	2
reticence	1
it responsibility	2
more than cancelled out	1
not only necessary	2
positive	3
cope	1
on the contrary	2
almost collapsed	1
were not so devastating	0
not in any way contrary	3
should be	2
must	2
the need	2
major	3
certain satisfaction	3
first major	3
the like of which ha never been seen before	0
deepening	3
the door remains wide open	3
fundamentally flawed	0
must not in any way	2
excellent opportunity	3
rapid and decisive	2
will be cancelled out	1
difficult	1
ambitious	4
ambitious	3
must	2
the most serious	0
biggest	1
fall far short	1
dominant	2
fuel guzzling	1
determined	2
growing amplitude	3
extreme weakness	0
should	2
cannot be effective	1
not	1
a quickly a possible	2
fails to exploit	1
success	3
unheeded	1
protection	3
unfortunately	1
benefit	3
did not stop	3
dramatic	0
remain lagging behind	1
important	2
conceal	1
no matter how cynical this may appear	2
more realistic attitude	3
easier	3
also realistic	3
grudgingly	1
gravity	1
loudly trumpeted	0
unable to escape	2
leading role	3
a is feared by the whole world	0
only because	1
back away from	1
inordinate behavior	1
attempted	1
tremendous	2
would never	1
only	1
act of betrayal against mankind	0
readily	1
most serious	2
artificial obstacle	1
never doing anything unprofitable	1
not in it favor	1
plausible pretext	0
the nature of	1
existence of mankind	2
have to	2
changing it stand	1
seeking it own profit	1
create stumbling block	1
good excuse	1
how capricious	0
put off	1
even	2
no spirit of independence	0
change it stand	1
liquidation	1
when the stake matter the most	0
backing away	1
tremendous loss	0
detrimental	2
significance	2
of course	2
meaningless	1
pretext	1
tantamount	2
should	2
great leader	4
more serious	1
would not be good	2
seek only it own profit	1
so that	2
well known fact	2
major impact	2
this is the reason why	2
doe not do what it is supposed to do	0
calculated	1
proper	2
importance	2
such an attitude	1
second only to that of a nuclear war	0
take the lead	3
nonetheless	2
isolation	1
nonetheless	2
awfully grave and pressing	0
especially large	2
should be condemned	0
always	2
at that time	2
epoch making	4
how frequently	0
innocent afghan people woman child and the elderly	2
barbarity	0
muslim across the globe	2
should forge unity	4
plight	1
the most fraudulent terrorist and extremist	0
logical solution	3
concerted moral resistance	3
have no right	1
defenseless	2
total submission	0
one of the worst example of right abuse	0
fit of force	1
a pack of blatant lie and propaganda	0
unleashed oppression	0
other so called civilized nation	0
enshrined	4
manifestation of it hegemonistic design	0
would be crushed one by one	0
mostly muslim	2
imperialist force	0
the world would never forget	0
ever increasing u influence	1
had no respect for any religion faith norm decency human right and rule	0
hegemony	1
violator of human right	1
should forge unity	3
unprecedented in the history of the comity of nation	0
from upholding religious and cultural value	3
free and independent state	3
the only country in the world	2
brutally	0
defend themsleves against their oppressor	4
extremist	0
hurdle in the realization of their vested interest	0
would be targeted one by one	0
shameful mum	0
clearly mean	2
entire world community	2
doe not have much chance	2
fortunately	3
extremely useful	2
make one think of	2
far cheaper	2
not yet captivated the mass	2
flawed	1
so much that	2
supposed to	2
obvious is incredible	2
above all out of	2
highly important	2
how much	2
greater stake than anyone	2
greater	3
well off	1
just the time	2
best thing	4
false	1
threat only to	1
illusory	1
well	3
inclined to give way to rapture	1
tremendous	2
remove their last trouser	1
very negative	1
can do nothing at all	2
fundamental importance	0
only thing that is beyond dispute	2
merely	2
ruining	2
can take our time	2
gangster	2
alarming	1
will not	2
impossible	2
everything	1
impossible	2
hard to say	2
good idea	3
unlikely	2
important	2
not profitable but costly	1
definitely	2
should we	2
brilliant	4
neither very complicated nor very expensive	3
lying on a stove	1
would not be a bad idea	3
the master	2
incredibly	2
perturbation	2
not completely clear	2
must learn	2
very frightening	4
strange a it may seem	2
must not speak of	2
out of	2
hard to disagree	3
knock	1
impossible	0
incredible damage	0
simply obligated	2
alarming	0
very possibly	2
inexorably	1
value	3
badly	1
merely one aspect	2
no one	2
save	3
deeply mistaken	0
ever firmer	4
in his view	2
remarkable	3
good shape	3
unprecedented	2
military bastion and base	1
unprecedented force	0
growing exodus	1
encouragement	1
grave violation	0
at the hand	2
against	1
violation	1
cling	2
encouragement	1
destructive	0
war crime	0
grave violation	0
continuing	2
against	1
their aggression	0
legal protection and backing	1
aggressive	0
violation	1
a wide scale	2
human shield	0
national right	2
intensified	1
at a rate faster	2
crisis	0
gave free rein	1
aggression against	0
comprehensive destructive policy	0
facilitate	2
legal cover	1
settlement battle	1
protection	1
terrorizing	0
anew	2
threatens	1
rising chinese threat	1
stand firm	3
have damaged	0
spurning	1
stick to his principle	3
of course he would not use	2
only enhanced	4
first correct step	2
agitated	0
growing threat	1
very forthcoming	4
appeasement	1
better suited	3
made to appear just	2
important ammunition	2
most interesting	2
substantial challenge	0
axis of evil	0
battle against terror	2
rogue nation	0
find this surprising	2
supremacy of	4
must	2
battle of good versus evil	0
axis of evil	0
extremely easy	0
the embodiment of two sided justice	0
it war on terror	2
wording strong	2
tacitly agreeing to ignore	1
naked pursuit	0
naked pursuit	0
risk	1
forced	1
breeding ground	0
most glaring	0
lack of understanding and tolerance	0
world 's policeman	1
interpretation of good and evil	2
if you are not with u you are against u	0
will guarantee	1
demonizing the enemy	0
universal value	4
peace will not be gained through war	0
much better	3
must not	2
legitimacy	3
incapable	1
such wishful thinking	1
understandable	3
generally quite frank	2
accomplice in the destruction	0
abuse	1
overshadowing	1
no one who ha ever studied realist political science	2
show no sign	1
abusing human right	1
most audacious	4
counting on	1
sticking to the polluting policy	1
should make it possible	2
voluntarist approach	2
better approach	3
irresponsible	0
in american history	2
to encourage	2
condemn	0
no reason at all	1
would be unjust and counterproductive	0
assuming it ha any	1
recognizes their right	2
irresponsible	0
environmental public spiritedness	3
champion	3
sensible	3
to win	4
exactly the opposite	1
shouldering	2
a valentine 's day gift for the polluter	0
in american history	2
to convince	3
harmful	0
absolve	2
whatsoever	1
weak or even nonexistant	0
most audacious	4
suddenly going to become reasonable	1
unrealistic	0
insisting	2
imposing constraint	1
bush 's axis of evil rhetoric	1
strong resolve	3
axis of evil	0
politically very difficult	0
put itself in a difficult position	1
change to disappointment	1
unclear	2
can actually	2
despite	2
simplistic interpretation	1
certainly	2
the possibility	3
bold	1
difficult	1
left the impression	2
cooperate	3
peacefully	3
victory of justice and freedom	4
undermine	1
topple	1
success	3
not an acceptable method	0
norm of present human society	2
exalted	4
anti democractic	1
achieve	2
with the help of the almighty god	4
the rule of law	3
really	3
humanitarian spirit	4
must also	2
shall be prohibited	2
not reproachable	3
shall be	2
all	2
all by himself	1
not likely	1
too many restriction	1
now let u compare	1
may not	1
involves the law and dignity of many country	2
shall be protected under all circumstance	2
contradiction between the enemy and itself	1
quite	1
regardless	2
dangerous terrorist	0
belligerent	1
not allowed to move freely	1
doe not seem to be	2
radical	1
justified	2
will have no universally acknowledged	1
hegemonic	1
merely superficial	1
play with	1
must be adequate	2
entitled to appeal	2
might a well	2
shall	2
especially	2
hardly convincing	1
too harsh	1
will be substantially reduced	1
not only	1
almost certain	1
brutal	0
upholder of justice	3
wise	3
expression of mankind 's progress	3
full of cruelty and torture	0
unquestionably	3
most	2
should	2
sanctity of	3
more civilized	3
slaughtered	1
cannot simply	2
may even	2
willfulness	1
the crux of	2
violates	1
must	2
not only	2
obviously	2
must win support	2
excuse	1
must not act a if it is venting it personal grudge	0
shall receive humanitarian treatment	2
were true	2
shall be	2
must	2
concerning their life or death	1
should	2
well	3
should	2
shall be	2
strange	2
without a doubt	2
may not	1
like an upholder of justice	3
should	2
should	2
nonbelligerent	3
very likely	1
too small	1
should	2
way below	1
deny	1
shall be	2
beyond reproach	4
bad	1
incomprehensible	1
especially	2
unlawful combatant not pow	0
x ray prison camp	1
concerning their life and death	1
will again attack	1
not only	3
even worse	1
shall not	2
important	2
all necessary step	2
unsound	1
important	2
very great	4
very obviously	1
insufficient	1
not a nation that is able to abide by	0
worrisome	1
extremely	1
absolute necessity	2
must recognize clearly	2
inevitably	1
importance	4
entirely suitable	2
fundamentally cannot accomplish anything	1
however	2
very large	1
not inferior	3
extremely important	2
nothing more than an embellishment	1
true threat	1
threatened	1
purposely play up	1
no mean to justify	1
smaller than small	3
most likely	1
ha no need	2
damage	1
extremely important	2
an issue of will	2
malicious	0
ignoring	1
strongly	2
against	1
pay no attention	1
lacking good will	1
wrongful and illegitimate	0
not convincing	1
serve it political purpose	1
inaccurate	1
ignored	1
unjust	1
inaccurate and fabricated	0
interference	1
especially	2
free to practice any religion	3
allegation	2
brazen distortion	0
wrong judgment	1
one of the greatest challenge humankind face	2
take into consideration	3
in light of	2
greater elaboration	3
flexible and gradual	3
rather different	2
needed	2
needed	2
build understanding	3
the same and worse	0
the worst human right violator in the world	0
is it acceptable because	0
cruel inhuman or degrading treatment	0
total confusion of historical data	0
mere reproduction of unverified and unsubstantiated report	0
this ha not been the case	1
would these action be listed	2
factual inaccuracy	1
unfair	1
cannot dismiss	2
killing innocent child and people	0
victorious	3
testament	2
what is more	2
seizing	2
errant member	1
stop intervening	1
democratic principle in the world	2
fails	1
trustworthy pawn	2
overthrowing	2
deviant	0
that is to say the era of the military rule	2
victory of democracy	3
failed	2
futile	1
america 's biding	1
seriously violated	0
ulterior motif	1
interfered	1
elevation	2
would only incite	1
deterioration	0
jeopardy	0
repeatedly proved	2
strictly abide	3
serious	2
wrong	1
further damage	0
ran against	1
would undermine	1
behaves	2
strictly abide	3
interfere	1
should be	2
close and friendly	2
injustice	1
vast	3
oppressed	0
american pressure	0
independent	3
force acting a american agent	2
rare	2
plot	2
hatched	2
served the interest	2
fate	2
vast	3
closely intertwined	2
increasing probability	2
effective solution	3
most important reason	2
one of the poorest	1
infuriating	2
preserve	3
vast majority	2
capitalist	2
reminds one	2
injustice	1
acting a foreign agent	2
prominent capitalist	2
properly	2
contrary	2
friendly	3
prominent industrialist	2
independent	3
coordinated operation	2
for decade	2
their own	2
defeated political force	2
might affect	2
on the contrary	2
it is striking	2
business a usual	1
dangerous	1
very substantial	1
not sufficient	1
little more than	1
beneficial	3
not even be sufficient	1
will lead to the increase	1
would be necessary	2
active role	3
unavoidable	2
those making the climate worse	0
fairly good prospect	3
should	2
are necessary	2
real	2
greatest burden	0
must avoid	1
should	2
even bigger	1
sharper reduction	2
not completely reliable	1
special responsibility	2
ought to contribute to	2
even if	2
the bill for the generation to come	2
should	2
must	2
moral responsibility	2
forefront of combating	1
hardest	1
more offensive	2
earned the most	3
more offensive	2
most cost effective	3
with great certainty	2
must	2
challenge	2
should	2
significant	3
this our conscience ought not to permit u	2
should	2
but is it really true	1
should not	2
burden sharing	1
value sharing	3
unacceptable	1
power sharing	1
how about	2
not acceptable	1
nobody care	1
needed	2
necessary	2
don not push	1
sacrificing	1
by any mean	2
stick to	3
very regrettable	0
'war against terrorism'	1
fair	3
immediately	2
peaceful	3
'alternative'	1
guaranteed	2
gagged	1
highly unlikely	2
hard not to see	1
unpleasant	1
in danger of removing	1
insidious	1
only just begun	1
infamy against civilization	0
must	2
clash of civilization	2
serve a a warning	1
degrade the human condition	0
admittedly	3
those people	2
a scandal	1
ought not	1
unlawful combatant	1
perhaps	2
batted an eyelid	1
truly is enough	2
look like a chicken farm run by a sadist	0
cage which recall 'hotel hanoi'	1
no other explanation	2
reduced to object	0
all around u	1
old man	1
ruined	0
nobody can say so with certainty	2
not running a recreational center	1
absurd	0
niche of affection and solidarity	3
even it most loyal ally	2
dosed up	1
in the heart of	2
not valid	2
torture	0
much fairer	3
no inhumane treatment	2
definitely not over	2
scandal of	0
better off	3
dangerous individual	1
major question	2
much fairer	3
humiliate	0
hated yankee	0
violated	1
heresy	0
far better than	3
such a false	1
sharp contrast	2
many absurdity exaggeration and fabrication	0
somewhat softens it tone	3
high level	3
so called	1
violated	1
reckless	1
bigger than jesus	0
ever improving	3
no right	1
slandering	0
fact are incorrect	1
what impressed him most	4
high	3
tarnish	1
violated	1
unwarranted	1
little truth	1
not true at all	0
very different	1
slander	0
unsubstantiated	1
ulterior motif	0
so called truth	1
crackdown	1
doubtful	1
blindly	1
taking advantage	1
completely violated	0
brought to the justice	3
the superpower ha decided to wage war and administer justice all on it own	0
do not have right	1
thanks	3
